symbol,direction,pnl,winner,score,result,sig_adx,sig_dist_ema_atr,sig_rsi,sig_bb_percent,sig_macd_hist_slope,sig_vol_ratio,sig_atr_rank,sig_donchian_pos
ETH/USDT,SHORT,-101.16632009945963,0,7.0,SL,79.29963590757941,-3.399471013830194,40.73764205535805,0.29183523508602055,0.09080024630357161,0.9995309674805498,0.95,0.28224941933178527
ETH/USDT,LONG,-100.13756108503205,0,7.0,SL,46.93443845600406,3.0095393523649245,70.71911582927369,1.224888943856487,0.2445475844811943,1.0666233882872758,0.31,0.7705396918133348
ETH/USDT,SHORT,-99.10427601896885,0,8.0,SL,30.31253718341264,-1.2717634785489476,33.966551536084395,0.1694325964984432,0.0703561525409647,0.4196546528660443,0.15,0.31532953028280114
ETH/USDT,LONG,195.37727535006056,1,7.0,TP,39.440131659013254,2.0967846978668843,61.3470721286755,0.9958595676076121,0.189197086319108,1.446944762802079,0.28,0.8858669833729226
ETH/USDT,SHORT,199.3983164688797,1,7.0,TP,45.924270468292896,-1.3263483572832142,35.746913580246925,0.06538853456049652,-0.14534594444122192,0.4522069941621676,0.98,0.11908585546633842
ETH/USDT,SHORT,203.10211460212867,1,7.0,TP,67.69958175745701,-2.772605094408233,33.77880184331809,0.38838311759785243,0.18821443428589568,0.47335676369484647,0.73,0.28310139165009984
ETH/USDT,SHORT,-103.93750073084759,0,7.0,SL,36.995814158788164,-2.1635416457393375,34.90686902532768,0.30525413954318886,0.1296191565326844,1.4815597444967248,0.99,0.4312109152927804
ETH/USDT,SHORT,-102.86775015277868,0,7.0,SL,42.19174442828079,-2.165516489497648,32.61882129277568,0.2967288376060182,0.050654550292454636,0.3627451806072175,0.98,0.21333437793795085
ETH/USDT,LONG,-101.81570937314328,0,8.0,SL,35.65142620579295,2.5832419716511517,72.49557890356827,1.4319050615656908,0.2129730653042905,3.3926581896962236,0.64,0.8929492209393571
ETH/USDT,SHORT,-100.7554831334864,0,6.0,SL,45.5478437621556,-3.188324610583641,10.593942572439687,-0.09174184138073424,-0.17118575053443533,2.010460862064614,0.42,0.01692753623188448
ETH/USDT,SHORT,-99.6823250983382,0,7.0,SL,53.48806655256231,-0.9625001113060512,38.73405177753011,0.2920868332611795,0.11953240469484946,1.0440206867716373,0.5,0.30467032967033075
ETH/USDT,LONG,196.49238700666626,1,7.0,TP,30.473813546715693,1.799688660464133,67.946608155056,0.7785632243366852,-0.05585342604759067,1.3696576500499082,0.78,0.6959259259259274
ETH/USDT,LONG,-100.55561463980308,0,8.0,SL,70.47461524716907,4.636706925862147,73.52971469770316,0.9441942008399169,0.14020682821940372,1.1242966560996306,0.68,0.8451288497800132
ETH/USDT,LONG,-99.5027551044549,0,7.0,SL,27.733348501402556,1.8488481299093567,64.48631354425879,0.8738360112092065,0.06817568918769533,0.46748928913219956,0.98,0.7405457156534215
ETH/USDT,SHORT,-98.47047449669968,0,6.0,SL,41.23787603007294,-1.3525238922720786,36.34925656437842,0.29129106642082864,0.07752336127018836,0.8273987264996353,0.62,0.2588088201864057
ETH/USDT,LONG,-97.44132522103213,0,7.0,SL,55.74758933305001,1.985377071311788,62.49069445921521,0.7082268892578661,-0.16807000234025618,0.9568779669079471,0.39,0.7189181916038736
ETH/USDT,LONG,7.004083120332963,1,8.0,TP,59.47611652727533,4.637662428628117,55.18055555555558,0.6492340076230485,-0.06838388386048912,0.33331121185298196,0.43,0.877669726438244
ETH/USDT,LONG,-96.42826098863085,0,8.0,SL,32.659337015183695,5.14473359246662,64.11965669527538,1.1721392551830203,0.3191136185377769,4.316574637080834,0.85,0.747260774287801
ETH/USDT,LONG,-95.4129809990397,0,7.0,SL,73.4901934356337,1.9181769680137712,65.49573893161502,0.7949287375063044,-0.07534014329238264,1.0737042507051713,0.22,0.8117243200422475
ETH/USDT,LONG,-94.35692932784242,0,7.0,SL,31.213320609737043,1.8056696678958764,64.06260821386527,0.7827035640905088,-0.0921238160448625,0.5511856813486768,0.88,0.8215142628632351
ETH/USDT,SHORT,-93.36986582490191,0,7.0,SL,76.9162833147051,-1.9235151284075849,37.22214356505743,0.3505722068719296,0.11197087342755865,0.7169072262365632,0.4,0.2917071815529934
ETH/USDT,SHORT,-92.38047138999943,0,8.0,SL,32.20311047790599,-2.555929615931446,43.45643599856586,0.08975487408772775,-0.186565913510706,2.071648185621003,0.6,0.22233025441581622
ETH/USDT,LONG,-91.40148969605195,0,7.0,SL,69.99684867143874,3.1052974635007784,55.52399886395903,0.6369025149866983,-0.1802518490443919,1.2721480650513597,0.92,0.6642532651902318
ETH/USDT,SHORT,-90.43452832648853,0,7.0,SL,36.379914512612054,-2.2633542291136206,26.74662931185432,0.16100937225526105,0.1361230382481009,0.4706014634988272,0.85,0.11523997134670587
ETH/USDT,SHORT,-89.49382204021828,0,7.0,SL,58.66303736787132,-2.7268922062436927,32.31258366800513,0.2611460203830091,0.074263639326894,0.2881245115907824,0.09,0.22254242715337585
ETH/USDT,SHORT,-88.54166484856235,0,7.0,SL,25.921884923541167,-1.2116381562679048,32.999885017822365,0.2788702801839488,-0.01919379023469387,1.415287375050512,0.8,0.34358900973096995
ETH/USDT,LONG,-87.6001290270739,0,7.0,SL,38.276001618334696,3.251108964164382,48.31775700934585,0.7084668700126301,0.011367876559952453,0.897500473775969,0.06,0.8380689655172413
ETH/USDT,LONG,-86.6485826008242,0,8.0,SL,40.644907994181985,2.3151425583810683,67.7266081871345,0.9574745368385494,0.17774223850921897,1.8423397963356087,0.23,0.5989315800287661
ETH/USDT,LONG,-85.7076656316347,0,8.0,SL,47.78941902982802,1.05035766583865,58.685273595299236,0.6475588184392099,0.02101611199070657,0.6397511192540851,0.49,0.45613314156564644
ETH/USDT,SHORT,-84.7895219212255,0,8.0,SL,31.915013481418704,-2.1005427935173353,37.962614477480834,-0.13711247885684275,-0.2536487536856345,1.3140139786903986,0.86,0.042685542685542775
ETH/USDT,LONG,-83.8869428701831,0,7.0,SL,56.063664574581715,1.0607081806789,66.21645021645023,0.71897360860479,-0.05516920450910538,1.574766493271204,0.6,0.6356923076923067
ETH/USDT,SHORT,-82.96823985029687,0,6.0,SL,43.957030454131335,-1.1164912690282542,42.13418822990606,0.14551864958673288,-0.07925644612431729,1.0210367031316812,0.94,0.0901179655772593
ETH/USDT,SHORT,-82.08033193629997,0,8.0,SL,32.01573538972609,-2.125572951002338,33.11769616026716,0.05148861789936167,0.011611164923697544,2.147498939745211,0.17,0.1330827067669164
ETH/USDT,SHORT,-32.075104982583966,0,8.0,CLOSE_END,37.72594581236417,-0.8794794093566548,43.34072431633411,0.3624406483947881,0.0978178108147323,0.9645315922774931,0.47,0.4248704663212445
